participant,Word,age,gender,race,native_lang,other_langs,place_of_birth,Item,Condition,Type,Sentences,response.corr,response.rt,PhrasalVerb,Frequency,Predictability,OnsetTime,OffsetTime,Duration,accuracy,nrows,trial,response_time,corpus_size,frequency_per_million,log_freq,log_predic,log_rt
776313,cluttering up,,,,,,,81,Experimental,Phrasal Verb,Cluttering up the room with unnecessary items makes it difficult to find things.,1,1.16700000000003,1,30902,0.386734247,0.654,0.72,0.066,0.9,368,49,0.51300000000003,1064910000000,0.029018414701711882,-3.5398246608021244,-0.9500175220973708,-0.667479433811309
776313,hold up,,,,,,,149,Experimental,Phrasal Verb,He held up the traffic with his car accident.,1,1.0330000000000155,1,1118752,0.020265761,0.581,0.65,0.069,0.9,368,50,0.4520000000000155,1064910000000,1.0505601412325924,0.049323489766613715,-3.8988224671766414,-0.7940730991498716
776313,nuptial,,,,,,,209,Experimental,Word-Internal,The wedding ceremony marked their nuptial union and celebration of love.,1,2.5739999999999554,NA,346071,NA,1.58,1.671,0.091,0.9,368,53,0.9939999999999554,1064910000000,0.32497675859931824,-1.1240016112116025,NA,-0.006018072325607922
776313,lined up,,,,,,,31,Experimental,Phrasal Verb,The students lined up outside the classroom before the bell rang.,0,4.335000000000036,1,1424968,0.283476,1.05,1.106,0.056,0.9,368,54,3.2850000000000366,1064910000000,1.3381112018856054,0.2912590687799065,-1.260627815482515,1.1893666519365849
776313,flipped up,,,,,,,117,Experimental,Phrasal Verb,"Her umbrella flipped up, turning inside out in the gust of wind.",1,1.5009999999999764,1,34595,0.0214,0.991,1.126,0.135,0.9,368,55,0.5099999999999764,1064910000000,0.0324863133973763,-3.4269364045795765,-3.844364356954331,-0.6733445532638119
776313,upstate,,,,,,,293,Experimental,Word-Internal,They decided to move to a quieter town upstate to escape the noise of the city.,1,2.48599999999999,NA,539582,NA,1.943,2.03,0.087,0.9,368,56,0.5429999999999899,1064910000000,0.5066925843498512,-0.6798508017961364,NA,-0.6106459590482202
776313,hiccups,,,,,,,277,Experimental,Word-Internal,"After drinking soda too quickly, he couldn't stop the hiccups that followed.",1,3.201999999999998,NA,156440,NA,2.824,2.88,0.056,0.9,368,57,0.37799999999999834,1064910000000,0.14690443323848965,-1.9179730176430372,NA,-0.9728610833625537
776313,welled up,,,,,,,62,Experimental,Phrasal Verb,Tears welled up in her eyes as she listened to the sad news.,1,1.2509999999999764,0,274309,1.516701,0.548,0.618,0.07,0.9,368,60,0.7029999999999763,1064910000000,0.25758890422664826,-1.3563903593339508,0.41653758140116554,-0.35239838717150584
776313,upward,,,,,,,343,Experimental,Word-Internal,"With hard work and determination, he made an upward climb in his career.",0,4.017000000000053,NA,9005173,NA,2.137,2.276,0.139,0.9,368,62,1.8800000000000527,1064910000000,8.456276117230564,2.1349089014443057,NA,0.6312717768418858
776313,upholstery,,,,,,,237,Experimental,Word-Internal,The antique chair was beautifully restored with intricate upholstery.,1,3.5,NA,538617,NA,2.835,2.959,0.124,0.9,368,63,0.665,1064910000000,0.5057864044848861,-0.6816408243386718,NA,-0.4079682383262829
776313,hit up,,,,,,,147,Experimental,Phrasal Verb,He decided to hit up his old friend to see if he wanted to hang out.,1,1.6000000000000227,1,26518,0.001017902,0.909,0.988,0.079,0.9,368,66,0.6910000000000227,1064910000000,0.024901634879942906,-3.6928218198378238,-6.890011632678359,-0.3696154552144343
776313,matching up,,,,,,,104,Experimental,Phrasal Verb,"He was known for quickly matching up the puzzle pieces, easily forming the complete picture.",1,2.2000000000000455,1,27456,0.004145078,1.193,1.281,0.088,0.9,368,67,1.0070000000000454,1064910000000,0.025782460489618842,-3.658060844224799,-5.485833672719098,0.006975613736470341
776313,curled up,,,,,,,83,Experimental,Phrasal Verb,She curled up on the couch with a good book.,0,2.8159999999999172,0,672515,0.368129408,0.529,0.586,0.057,0.9,368,68,2.2869999999999173,1064910000000,0.6315228516963874,-0.4596211514703919,-0.9993207504544276,0.8272409150406079
776313,buildup,,,,,,,311,Experimental,Word-Internal,"The buildup of tension reached its peak, resulting in a heated argument.",0,6.739999999999895,NA,1357409,NA,0.521,0.59,0.069,0.9,368,70,6.2189999999998955,1064910000000,1.2746701599196175,0.24268744704000242,NA,1.8276091221217354
776313,closeups,,,,,,,263,Experimental,Word-Internal,The photographer captured closeups of the intricate details on the flower petals.,1,2.1920000000000073,NA,52929,NA,1.555,1.638,0.083,0.9,368,74,0.6370000000000073,1064910000000,0.04970279178522129,-3.001694174716312,NA,-0.4509856234099622
776313,upstart,,,,,,,283,Experimental,Word-Internal,The ambitious entrepreneur aimed to become an upstart in the tech industry.,1,2.8599999999999,NA,346318,NA,2.243,2.378,0.135,0.9,368,76,0.6169999999999001,1064910000000,0.3252087030828896,-1.123288139419076,NA,-0.4828862550769112
776313,opened up,,,,,,,24,Experimental,Phrasal Verb,They opened up the container despite the warnings it was dangerous.,1,1.4049999999999727,1,2064934,0.057834000000000003,0.571,0.631,0.06,0.9,368,80,0.8339999999999728,1064910000000,1.939069029307641,0.6622079760949305,-2.850178440952251,-0.18152187662342295
776313,give up,,,,,,,5,Experimental,Phrasal Verb,Don't give up your dreams; keep working towards them.,1,1.0720000000000027,1,7285790,0.053753,0.454,0.533,0.079,0.9,368,81,0.6180000000000028,1064910000000,6.841695542346302,1.9230355872236635,-2.923355799578417,-0.4812668215244418
776313,uplifted,,,,,,,295,Experimental,Word-Internal,She felt uplifted by the encouraging words of her friends and family.,1,1.3520000000000891,NA,562437,NA,0.469,0.554,0.085,0.9,368,83,0.8830000000000892,1064910000000,0.5281544919288954,-0.6383664397242438,NA,-0.12443007837807607
776313,upstanding,,,,,,,207,Experimental,Word-Internal,"Known for his honesty and integrity, he was regarded as an upstanding citizen in the community.",1,3.8730000000000473,NA,158426,NA,3.303,3.391,0.088,0.9,368,86,0.5700000000000474,1064910000000,0.1487693795719826,-1.9053579602056119,NA,-0.5621189181534582
776313,closes up,,,,,,,143,Experimental,Phrasal Verb,The shop closes up for the night.,1,2.907000000000039,1,28198,0.010539201,0.735,0.817,0.082,0.9,368,87,2.1720000000000392,1064910000000,0.02647923298682518,-3.6313945140871815,-4.552653545193988,0.775648402071707
776313,whereupon,,,,,,,239,Experimental,Word-Internal,"She completed her degree, whereupon she embarked on a successful career.",0,4.124000000000024,NA,1900184,NA,1.574,1.672,0.098,0.9,368,88,2.550000000000024,1064910000000,1.7843611197190372,0.5790604350405503,NA,0.9360933591703441
776313,tacked up,,,,,,,113,Experimental,Phrasal Verb,He tacked up the poster on the bulletin board.,1,1.259999999999991,1,41309,0.084585631,0.65,0.724,0.074,0.9,368,89,0.6099999999999909,1064910000000,0.03879107154595224,-3.249565173628427,-2.469990873131179,-0.49429632181479505
776313,uptrend,,,,,,,231,Experimental,Word-Internal,"The stock market showed an uptrend, indicating positive growth.",1,1.6159999999999854,NA,51922,NA,1.019,1.095,0.076,0.9,368,90,0.5969999999999855,1064910000000,0.04875717196758411,-3.0209029750751903,NA,-0.5158381655895592
776313,swim up,,,,,,,142,Experimental,Phrasal Verb,The fish swim up the stream during spawning season.,1,1.8170000000000073,0,29188,0.007008684,0.962,1.023,0.061,0.9,368,91,0.8550000000000073,1064910000000,0.02740888901409509,-3.596887901626977,-4.960605327371158,-0.1566538100453683
776313,coughed up,,,,,,,102,Experimental,Phrasal Verb,"After being threatened with legal action, he coughed up the money he owed.",0,4.041000000000054,1,66690,0.080676478,2.324,2.371,0.047,0.9,368,92,1.7170000000000538,1064910000000,0.06262501056427304,-2.7705905508861357,-2.5173082207904844,0.5405785819153698
776313,upstaging,,,,,,,251,Experimental,Word-Internal,The talented actress couldn't help but feel she was upstaging her co-stars with her impeccable performance.,1,2.951000000000022,NA,21251,NA,2.364,2.462,0.098,0.9,368,93,0.587000000000022,1064910000000,0.019955677005568547,-3.914241614443627,NA,-0.5327304591540032
776313,speeding up,,,,,,,91,Experimental,Phrasal Verb,"As the car accelerates down the highway, it is speeding up.",1,2.967999999999961,1,286629,0.284671598,2.426,2.542,0.116,0.9,368,95,0.5419999999999607,1064910000000,0.2691579570104516,-1.3124568709328692,-1.2564190508267097,-0.6124892775425633
776313,jacked up,,,,,,,72,Experimental,Phrasal Verb,"The prices jacked up overnight, causing frustration among consumers.",1,1.6170000000000755,1,45322,0.578006,0.913,0.99,0.077,0.9,368,98,0.7040000000000755,1064910000000,0.042559465119118046,-3.1568530017176175,-0.5481710297408005,-0.35097692282398746
776313,interrupted,,,,,,,341,Experimental,Word-Internal,The meeting was interrupted by a sudden phone call.,0,4.174000000000092,NA,7184727,NA,1.029,1.111,0.082,0.9,368,99,3.145000000000092,1064910000000,6.746792686705919,1.9090672344362802,NA,1.145813890152433
776313,bent up,,,,,,,170,Experimental,Phrasal Verb,The tree bent up in the strong wind.,1,1.3830000000000382,0,27400,0.002506,0.807,0.91,0.103,0.9,368,100,0.5760000000000381,1064910000000,0.0257298738860561,-3.660102554136326,-5.989067422508261,-0.5516476182861796
776313,upping,,,,,,,265,Experimental,Word-Internal,He was constantly upping his game to stay ahead of the competition in the business world.,1,1.3059999999999263,NA,55395,NA,0.776,0.919,0.143,0.9,368,109,0.5299999999999263,1064910000000,0.05201848043496633,-2.9561562305577147,NA,-0.6348782724361086
776313,immunosuppressed,,,,,,,279,Experimental,Word-Internal,"Due to his weakened immune system, he had to be cautious as an immunosuppressed individual.",0,6.765999999999963,NA,172847,NA,3.354,3.497,0.143,0.9,368,110,3.4119999999999626,1064910000000,0.16231136903588098,-1.8182387574024304,NA,1.2272986296294217
776313,freshen up,,,,,,,68,Experimental,Phrasal Verb,He freshened up before going out on a date.,1,1.0679999999999836,1,85576,0.910393,0.692,0.791,0.099,0.9,368,111,0.3759999999999837,1064910000000,0.0803598426158079,-2.521240697526521,-0.09387890456757429,-0.9781661355922859
776313,trumped up,,,,,,,99,Experimental,Phrasal Verb,The accusations against him were baseless and trumped up.,1,3.425999999999931,0,42740,0.240487953,2.588,2.731,0.143,0.9,368,113,0.8379999999999308,1064910000000,0.04013484707627875,-3.215510317639349,-1.4250852821670326,-0.1767371785001366
776313,uncoupling,,,,,,,215,Experimental,Word-Internal,The uncoupling of the train cars caused a delay in the transportation system.,0,4.508000000000038,NA,148895,NA,0.322,0.405,0.083,0.9,368,117,4.186000000000038,1064910000000,0.1398193274549023,-1.9674042079878074,NA,1.431745624023817
776313,upperparts,,,,,,,275,Experimental,Word-Internal,The upperparts of the building were adorned with intricate architectural details.,0,5.765999999999963,NA,109082,NA,0.335,0.445,0.11,0.9,368,118,5.430999999999963,1064910000000,0.10243306946126902,-2.2785456745542,NA,1.6921232790527014
776313,ranging up,,,,,,,184,Experimental,Phrasal Verb,"He said that the price keeps fluctating, ranging up to three times its original value.",1,3.536999999999921,0,66581,0.008506,2.688,2.786,0.098,0.9,368,119,0.8489999999999207,1064910000000,0.06252265449662413,-2.772226315970881,-4.766983482150695,-0.16369609267088314
776313,typing up,,,,,,,163,Experimental,Phrasal Verb,She's typing up the meeting minutes on her laptop.,0,4.833999999999946,1,19090,0.006231,0.806,0.886,0.08,0.9,368,121,4.027999999999946,1064910000000,0.017926397535942006,-4.021480929792695,-5.078218445420052,1.3932699748563024
776313,put up,,,,,,,12,Experimental,Phrasal Verb,We put up a sign to advertise the garage sale.,0,3.41700000000003,1,4152056,0.032211,0.241,0.312,0.071,0.9,368,129,3.17600000000003,1064910000000,3.8989736221840343,1.360713344700334,-3.435447269862029,1.1556225433848988
776313,clean up,,,,,,,33,Experimental,Phrasal Verb,Let's clean up the kitchen before guests arrive.,1,1.1840000000000828,1,1212806,0.055916,0.673,0.742,0.069,0.9,368,131,0.5110000000000827,1064910000000,1.1388812200092027,0.13004639457507047,-2.883904714373255,-0.6713856887782708
776313,uppercase,,,,,,,287,Experimental,Word-Internal,The headline was written in uppercase letters to grab the reader's attention.,1,2.0539999999999736,NA,408149,NA,1.181,1.274,0.093,0.9,368,132,0.8729999999999736,1064910000000,0.3832708867416026,-0.9590132637156147,NA,-0.13581972314256513
776313,upperclassmen,,,,,,,269,Experimental,Word-Internal,"The upperclassmen welcomed the incoming freshmen, sharing their experiences and offering guidance.",1,0.8220000000000027,NA,86992,NA,0.186,0.259,0.073,0.9,368,133,0.6360000000000028,1064910000000,0.08168953244875153,-2.504829407126786,NA,-0.45255671564201055
776313,upheld,,,,,,,321,Experimental,Word-Internal,"The court upheld the decision, affirming the defendant's guilt.",1,1.016999999999939,NA,2742582,NA,0.479,0.544,0.065,0.9,368,136,0.5379999999999391,1064910000000,2.5754120066484494,0.9460095238985737,NA,-0.6198967188204658
776313,ran up,,,,,,,46,Experimental,Phrasal Verb,She ran up the stairs to catch the train.,1,1.6849999999999454,0,934026,0.031021,0.61,0.676,0.066,0.9,368,138,1.0749999999999456,1064910000000,0.8770938389159647,-0.13114129242985675,-3.473090884487074,0.07232066157957548
776313,proceeded up,,,,,,,151,Experimental,Phrasal Verb,They proceeded up the stairs to the next floor.,1,1.3550000000000182,0,60024,0.008151732,0.748,0.813,0.065,0.9,368,139,0.6070000000000182,1064910000000,0.05636532664732231,-2.875901085286923,-4.809524858970128,-0.4992264879226088
776313,voluptuously,,,,,,,223,Experimental,Word-Internal,"The dancers moved across the stage voluptuously, captivating the audience.",1,2.91700000000003,NA,39232,NA,1.894,1.966,0.072,0.9,368,140,1.02300000000003,1064910000000,0.03684067198166981,-3.3011528272166046,NA,0.02273948696951886
776313,uppers,,,,,,,327,Experimental,Word-Internal,The doctor prescribed uppers to help improve her energy levels.,1,1.835999999999899,NA,136709,NA,1.246,1.363,0.117,0.9,368,142,0.589999999999899,1064910000000,0.12837610690105267,-2.0527909883670614,NA,-0.5276327420825431
776313,traveled up,,,,,,,126,Experimental,Phrasal Verb,They traveled up to the summit of the mountain to enjoy the breathtaking view.,1,1.052000000000021,0,78738,0.010698793,0.583,0.663,0.08,0.9,368,143,0.46900000000002096,1064910000000,0.07393864270220019,-2.6045196823881462,-4.537624347615415,-0.757152510535813
776313,live up,,,,,,,37,Experimental,Phrasal Verb,He strives to live up to his parents' expectations.,1,2.0009999999999764,0,1090890,0.015667,1.146,1.261,0.115,0.9,368,146,0.8549999999999764,1064910000000,1.0243964278671438,0.024103588288289436,-4.156198689570787,-0.15665381004540438
776313,built up,,,,,,,20,Experimental,Phrasal Verb,"Over the years, they built up a successful business.",1,2.0090000000000146,1,2506109,0.057947,1.417,1.496,0.079,0.9,368,147,0.5920000000000145,1064910000000,2.353352865500371,0.855841062590291,-2.848226479302603,-0.5242486440981069
776313,mount up,,,,,,,189,Experimental,Phrasal Verb,The tension started to mount up as the deadline approached.,1,2.0529999999999973,0,96539,0.007624,1.371,1.475,0.104,0.9,368,148,0.6819999999999973,1064910000000,0.09065460930970692,-2.4006984957523154,-4.8764541126302365,-0.382725621138679
776313,speedups,,,,,,,257,Experimental,Word-Internal,The new technology resulted in significant speedups in data processing.,1,3.0919999999999845,NA,26692,NA,2.561,2.641,0.08,0.9,368,151,0.5309999999999846,1064910000000,0.025065028969584284,-3.6862816724889904,NA,-0.6329932577402272
776313,cranked up,,,,,,,87,Experimental,Phrasal Verb,He cranked up the volume and jammed out to his favorite song.,1,1.072999999999979,1,73880,0.319771468,0.421,0.505,0.084,0.9,368,152,0.651999999999979,1064910000000,0.06937675484313229,-2.6682034121993117,-1.1401487008238824,-0.4277107170555162
776313,dragged up,,,,,,,179,Experimental,Phrasal Verb,She dragged up a chair to sit at the table.,1,1.219000000000051,1,54433,0.011024,0.755,0.817,0.062,0.9,368,153,0.4640000000000509,1064910000000,0.0511151177094778,-2.973674979939505,-4.507680564710834,-0.7678707267557721
776313,creeps up,,,,,,,131,Experimental,Phrasal Verb,"As the night grows darker, the feeling of unease creeps up on him.",1,3.8170000000000073,0,34057,0.064442699,3.104,3.174,0.07,0.9,368,154,0.7130000000000072,1064910000000,0.0319811063845771,-3.4426099760341393,-2.741978837627441,-0.33827385856783104
776313,setup,,,,,,,329,Experimental,Word-Internal,They followed the setup instructions to assemble the new furniture.,1,1.5489999999999782,NA,4162663,NA,0.869,0.942,0.073,0.9,368,155,0.6799999999999782,1064910000000,3.908934088326713,1.3632647251508079,NA,-0.38566248081201676
776313,snuggle up,,,,,,,89,Experimental,Phrasal Verb,"To keep warm during the cold winter night, they snuggle up in a cozy blanket.",1,3.0430000000000064,0,30437,0.302278235,2.387,2.488,0.101,0.9,368,156,0.6560000000000064,1064910000000,0.028581758082842683,-3.5549865939271914,-1.1964073778039228,-0.42159449003803834
776313,sauntered up,,,,,,,128,Experimental,Phrasal Verb,He sauntered up to the counter and placed his order.,1,1.4919999999999618,0,27088,0.069381158,0.463,0.543,0.08,0.9,368,157,1.0289999999999617,1064910000000,0.02543689138049225,-3.671554742139571,-2.668139946890862,0.028587456851875356
776313,went up,,,,,,,13,Experimental,Phrasal Verb,The prices went up after the sale ended.,1,1.7339999999999236,0,3782203,0.029064,0.946,1.042,0.096,0.9,368,160,0.7879999999999237,1064910000000,3.55166445990741,1.2674163555516564,-3.5382549840632365,-0.2382571891243548
776313,upsidedown,,,,,,,241,Experimental,Word-Internal,The acrobat performed an incredible stunt while hanging upside down.,1,3.507999999999811,NA,41973,NA,2.538,2.651,0.113,0.9,368,162,0.969999999999811,1064910000000,0.039414598416767616,-3.2336190131110922,NA,-0.030459207484903376
776313,tidying up,,,,,,,65,Experimental,Phrasal Verb,I'm tidying up my room before guests come over.,1,1.5009999999999764,1,76002,1.131403,0.768,0.872,0.104,0.9,368,163,0.7329999999999763,1064910000000,0.07136941149956334,-2.6398859118008002,0.12345845550551345,-0.31060957709551784
776313,quintuplets,,,,,,,247,Experimental,Word-Internal,The family was delighted to welcome quintuplets into their family.,1,3.981999999999971,NA,32634,NA,1.741,1.822,0.081,0.9,368,164,2.240999999999971,1064910000000,0.03064484322618813,-3.485290877861472,NA,0.8069221948187769
776313,layup,,,,,,,267,Experimental,Word-Internal,"In basketball, a layup is a fundamental skill that involves shooting the ball close to the basket.",0,5.6340000000000146,NA,61378,NA,1.123,1.208,0.085,0.9,368,169,4.511000000000014,1064910000000,0.05763679559775004,-2.853594102773179,NA,1.506518858426262
776313,conjured up,,,,,,,64,Experimental,Phrasal Verb,She conjured up a brilliant idea during the brainstorming session.,1,1.7530000000001564,0,347458,1.253583,0.783,0.853,0.07,0.9,368,172,0.9700000000001564,1064910000000,0.3262792160839883,-1.1200017731394147,0.2260058510232436,-0.030459207484547304
776313,sprung up,,,,,,,78,Experimental,Phrasal Verb,The flowers sprung up after a long winter.,1,1.6569999999999254,0,515862,0.414727,1.099,1.218,0.119,0.9,368,173,0.5579999999999254,1064910000000,0.484418401555061,-0.724806279678205,-0.8801348065427035,-0.5833963166009597
776313,scrambled up,,,,,,,136,Experimental,Phrasal Verb,She scrambled up the rocky slope.,1,1.3500000000001364,0,168267,0.100487727,0.954,1.022,0.068,0.9,368,175,0.39600000000013647,1064910000000,0.1580105361016424,-1.8450935639908517,-2.297719678343173,-0.926341067727312
776313,upsilon,,,,,,,273,Experimental,Word-Internal,The Greek letter upsilon is often used as a symbol in mathematics and physics.,1,1.2380000000000564,NA,100730,NA,0.752,0.831,0.079,0.9,368,176,0.4860000000000564,1064910000000,0.09459015315848288,-2.358201897575761,NA,-0.7215466550815273
776313,press up,,,,,,,159,Experimental,Phrasal Verb,a press up is one of Jim's favorite exercises.,1,1.1829999999999927,0,27975,2.09e-4,0.544,0.637,0.093,0.9,368,179,0.6389999999999927,1064910000000,0.0262698256190664,-3.6393343133323617,-8.473176305999463,-0.4478508246046137
776313,syrup,,,,,,,317,Experimental,Word-Internal,She poured maple syrup over her pancakes.,1,3.1920000000000073,NA,2300348,NA,1.159,1.222,0.063,0.9,368,180,2.0330000000000075,1064910000000,2.160133720220488,0.7701701272893682,NA,0.7095125346462132
776313,supper,,,,,,,337,Experimental,Word-Internal,They gathered around the table for a delicious supper with friends and family.,1,2.816000000000031,NA,6667160,NA,2.135,2.213,0.078,0.9,368,181,0.6810000000000311,1064910000000,6.260773210881671,1.8343036935998027,NA,-0.38419297283257897
776313,stirring up,,,,,,,199,Experimental,Phrasal Verb,The controversy is stirring up a heated debate.,0,3.3179999999999836,0,327096,0.07521,1.499,1.567,0.068,0.9,368,184,1.8189999999999835,1064910000000,0.3071583514099783,-1.180391861737029,-2.5874710781438255,0.5982868995359761
776313,sweeps up,,,,,,,165,Experimental,Phrasal Verb,She sweeps up the fallen leaves from the yard.,1,1.1099999999999,1,20340,0.019973,0.527,0.606,0.079,0.9,368,185,0.5829999999998999,1064910000000,0.01910020565118179,-3.958056176909937,-3.9133739174991025,-0.5395680926318163
776313,made up,,,,,,,3,Experimental,Phrasal Verb,They made up after their argument and became friends again.,1,0.9670000000000982,1,10588473,0.031559,0.302,0.369,0.067,0.9,368,187,0.6650000000000982,1064910000000,9.943068428317886,2.2968756680337834,-3.455896469184539,-0.40796823832613527
776313,thought up,,,,,,,194,Experimental,Phrasal Verb,He thought up a brilliant idea overnight.,1,0.9600000000000364,1,155458,9.17e-4,0.458,0.514,0.056,0.9,368,191,0.5020000000000364,1064910000000,0.14598228958315726,-1.9242699688567033,-6.994403085707809,-0.6891551592903353
776313,bankruptcy,,,,,,,335,Experimental,Word-Internal,The company  filed for bankruptcy due to financial difficulties.,0,3.7210000000000036,NA,5643945,NA,1.337,1.416,0.079,0.9,368,192,2.384000000000004,1064910000000,5.299926754373609,1.6676930005330723,NA,0.868779749203105
776313,upstream,,,,,,,319,Experimental,Word-Internal,"The river flowed swiftly upstream, carrying debris along with it.",1,2.25,NA,2366415,NA,1.196,1.267,0.071,0.9,368,193,1.054,1064910000000,2.2221737048201256,0.7984858631484884,NA,0.05259245011917063
776313,uppermiddle,,,,,,,261,Experimental,Word-Internal,Living in an uppermiddle-class neighborhood provided them with a comfortable lifestyle.,1,1.4519999999999982,NA,41401,NA,0.708,0.818,0.11,0.9,368,194,0.7439999999999982,1064910000000,0.03887746382323389,-3.2473405324014273,NA,-0.29571424414904757
776313,rubbing up,,,,,,,112,Experimental,Phrasal Verb,The dog seeks attention by rubbing up against my leg.,1,1.9890000000000327,0,25138,0.009135334,1.611,1.679,0.068,0.9,368,197,0.37800000000003275,1064910000000,0.02360575072071818,-3.746264922027705,-4.69560552714952,-0.9728610833624627
776313,ketchup,,,,,,,285,Experimental,Word-Internal,She added a bit of ketchup to her burger for an extra burst of flavor.,1,1.6679999999998927,NA,373916,NA,1.148,1.222,0.074,0.9,368,198,0.5199999999998928,1064910000000,0.3511245081743997,-1.046614394272417,NA,-0.6539264674068702
776313,ups,,,,,,,227,Experimental,Word-Internal,My grandma used to tell us that life has many ups and downs.,1,2.6189999999999145,NA,3870087,NA,1.955,2.125,0.17,0.9,368,199,0.6639999999999144,1064910000000,3.634191621827197,1.2903866988609465,NA,-0.40947312950583203
